document_id,source,document,label,rlf,nf,root_word,rlf_sent,rand_sent,word_list,imp_score
1980408844,Twitter,"Hmmm, all quiet on the 38th parallel today, they must all be in church. Either that or the electricity has failed again ",0,"Hmmm,","Hmm+,","Hmm,","Hmmm, all quiet on the 38th parallel today, they must all be in church.",Either that or the electricity has failed again,"['Hmmm,' 'all' 'quiet' 'on' 'the' '38th' 'parallel' 'today,' 'they' 'must'
 'all' 'be' 'in' 'church.']",[2 1 1 1 1 1 1 1 1 1 1 1 1 1]
ARF12C5LCV44V,Amazon_Reviews/Books,That was such a great book it was so good wow is all I can say!!! This is the best book I've read,1,say!!!,say!+,say!,That was such a great book it was so good wow is all I can say!!!,This is the best book I've read,"['That' 'was' 'such' 'a' 'great' 'book' 'it' 'was' 'so' 'good' 'wow' 'is'
 'all' 'I' 'can' 'say!!!']",[1 1 3 1 4 1 1 1 3 4 5 1 1 1 1 5]
2186410118,Twitter,"@k_frace heyyy kelly! this is allison! soo i have NO CLUE! how to work this thing haha , well LOVE YOU! and I'll see u tom @ swimming ",1,heyyy,hey+,hey,@k_frace heyyy kelly!,"how to work this thing haha , well LOVE YOU!",['@k_frace' 'heyyy' 'kelly!'],[1 3 2]
9pQwQoNcTyRIl9v1ml3rlA,Yelp,"GOLF COURSE REVIEW: played this course with some friends on a Sunday midday.  Thought the $37 fee was a decent low price for a public course - little did I know it would be the worst $37 I've ever spent.  I've been playing golf for over 20 years - playing mostly public courses around the Philadelphia area, and never in my life have I seen such a run down crappy course.  There wasn't a single hole with grass on the fairway, I mean that literally.  We were playing ""plug and place"" rules usually only deemed necessary when there's been a serious rainstorm and the ball plugs in the fairway.  We instead played if you hit the fairway, you can pick the ball up and move it to the nearest grass area within 50 ft (50ft!!) and even with that rule, I still threw my ball into the rough most of the time because that was the only grass I could find.  I can't believe Springfield is charging people to play this course, I'd rather have just played in the parking lot.  No drinking water anywhere on the course, and the the final kicker, was that the ranger was more concerned about my driving the cart off the path than he was keeping pace of play - when we got to the 14th tee box - there were 4 groups on waiting to tee off!!!  Unreal, can't believe these people call themselves golf professionals, this was a disgrace to golf clubs everywhere.  NEVER PLAY THIS COURSE!!! I'd rather pay $200 to play FDR downtown, than ever play this course for free again.",0,off!!!,off!+,off!,"No drinking water anywhere on the course, and the the final kicker, was that the ranger was more concerned about my driving the cart off the path than he was keeping pace of play - when we got to the 14th tee box - there were 4 groups on waiting to tee off!!!","I'd rather pay $200 to play FDR downtown, than ever play this course for free again.","['No' 'drinking' 'water' 'anywhere' 'on' 'the' 'course,' 'and' 'the' 'the'
 'final' 'kicker,' 'was' 'that' 'the' 'ranger' 'was' 'more' 'concerned'
 'about' 'my' 'driving' 'the' 'cart' 'off' 'the' 'path' 'than' 'he' 'was'
 'keeping' 'pace' 'of' 'play' '-' 'when' 'we' 'got' 'to' 'the' '14th'
 'tee' 'box' '-' 'there' 'were' '4' 'groups' 'on' 'waiting' 'to' 'tee'
 'off!!!']","[2 2 1 1 1 1 1 1 1 1 2 3 1 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 5]"
A1XEHQH3Q7HUBZ,Amazon_Reviews/Books,"Sally and Donahue are my favorite!!! Holy mind twist!! Great action packed and steam filled!! Your gonna laugh, cry wanna smack some heads and then fall in love!! Get great catch up with all the other couples!!",1,favorite!!!,favorite!+,favorite!,Sally and Donahue are my favorite!!!,Get great catch up with all the other couples!!,['Sally' 'and' 'Donahue' 'are' 'my' 'favorite!!!'],[1 1 1 1 1 5]
2189251100,Twitter,@funkadesiac it's alright. just a few dramas.. things are okay.. for now. awww  got nothing to do huh without the kid?,0,awww,aw+,aw,awww  got nothing to do huh without the kid?,for now.,['awww' 'got' 'nothing' 'to' 'do' 'huh' 'without' 'the' 'kid?'],[5 2 3 2 2 2 2 2 2]
131683898,TripAdvisor,"This was a beautiful hotel, the service was outstanding, and the room and views were spectacular. I woiuld highly recommend!!!",1,recommend!!!,recommend!+,recommend!,I woiuld highly recommend!!!,"This was a beautiful hotel, the service was outstanding, and the room and views were spectacular.",['I' 'woiuld' 'highly' 'recommend!!!'],[1 1 4 5]
78548311,TripAdvisor,"Was traveling through the denver area decided to find a place to rest for the night and stubmled upon the town and country motel. Needless to say it doen't look to bad when you approach it in the dark but once you get inside you will find that this motel is NOT clean by any standard. yes the rate is cheap but i would compare the room to a prison cell, maintenance way under par and i got the vibe within ten minutes of being there that this is downtown denvers flop house for boozers and such. I guess to easily and quickly sum it up, travelers beware!!! I Also believe that the good review posted on this motel was done by the owners to try and get business!",0,beware!!!,beware!+,beware!,"I guess to easily and quickly sum it up, travelers beware!!!",I Also believe that the good review posted on this motel was done by the owners to try and get business!,"['I' 'guess' 'to' 'easily' 'and' 'quickly' 'sum' 'it' 'up,' 'travelers'
 'beware!!!']",[1 1 1 2 1 2 1 1 1 1 5]
6GlQ7--zhXblwI2VApDOZQ,Yelp,"Stop what you're doing and order pizzas from Grimaldi's Pizzeria, now! Like right now. 

Their pizzas were sooooooooooo delicious! I love how the crusts were thin and they were not shy at all about their toppings! Everything tasted so fresh. 

My most favorite part of the whole meal was the ricotta cheese on the pesto pizza. It was so creamy and I couldn't get enough of it!

The service was also great and our food came out quickly as well. I highly recommend this place for any occasions! 

Ps. We went there to celebrate Mother's Day. My Mom is not a big pizza person but she wanted to try brick oven pizza. She is now hooked on Grimaldi's pizza and we are so glad, lol.",1,sooooooooooo,so+,so,Their pizzas were sooooooooooo delicious!,We went there to celebrate Mother's Day.,['Their' 'pizzas' 'were' 'sooooooooooo' 'delicious!'],[1 2 1 5 5]
2187250414,Twitter,@musicinmysoul awww I'm sorry if I couldn't help but.. good luck!? ,1,awww,aw+,aw,@musicinmysoul awww I'm sorry if I couldn't help but..,good luck!?,"['@musicinmysoul' 'awww' ""I'm"" 'sorry' 'if' 'I' ""couldn't"" 'help' 'but..']",[2 3 2 4 1 1 2 1 1]
2002682791,Twitter,"Ehhh i'm eating 431 calories for the sake of it now  I'm not even hungry, it's just nice. What a pig",0,Ehhh,Eh+,Eh,"Ehhh i'm eating 431 calories for the sake of it now  I'm not even hungry, it's just nice.",What a pig,"['Ehhh' ""i'm"" 'eating' '431' 'calories' 'for' 'the' 'sake' 'of' 'it' 'now'
 'I' ""'m"" 'not' 'even' 'hungry,' ""it's"" 'just' 'nice.']",[2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 1 1 2]
zS3H2oBRc6vpNGan6U1oyg,Yelp,Most friendly service I've ever had at any nail salon and they did an amazing job!!! Beautiful and clean salon I would definitely recommend,1,job!!!,job!+,job!,Most friendly service I've ever had at any nail salon and they did an amazing job!!!,Beautiful and clean salon I would definitely recommend,"['Most' 'friendly' 'service' ""I've"" 'ever' 'had' 'at' 'any' 'nail' 'salon'
 'and' 'they' 'did' 'an' 'amazing' 'job!!!']",[2 4 2 1 2 2 1 1 2 2 1 1 2 1 5 5]
GRx26nNgCDIFIEcxrhPTxg,Yelp,Ummmmm I literally came here and was cursed out by a staff member. It was awful. Would not recommend.,0,Ummmmm,Um+,Um,Ummmmm I literally came here and was cursed out by a staff member.,Would not recommend.,"['Ummmmm' 'I' 'literally' 'came' 'here' 'and' 'was' 'cursed' 'out' 'by'
 'a' 'staff' 'member.']",[2 1 2 1 1 1 1 4 1 1 1 2 2]
1985100047,Twitter,Thinking about taking a trip to coldstone's... Taking a break from this diet thing!!! ,1,thing!!!,thing!+,thing!,Taking a break from this diet thing!!!,Thinking about taking a trip to coldstone's...,['Taking' 'a' 'break' 'from' 'this' 'diet' 'thing!!!'],[1 1 2 1 1 2 3]
1969417947,Twitter,@d0opeb0ii i had a grilled chicken bacon melt and hashbrowns lol  it was soooo good! You should try it! ,1,soooo,so+,so,@d0opeb0ii i had a grilled chicken bacon melt and hashbrowns lol  it was soooo good!,You should try it!,"['@d0opeb0ii' 'i' 'had' 'a' 'grilled' 'chicken' 'bacon' 'melt' 'and'
 'hashbrowns' 'lol' 'it' 'was' 'soooo' 'good!']",[1 1 2 1 3 3 3 3 1 3 3 1 1 5 5]
1678576431,Twitter,I looooove these Brazilian crazy holidaysss!! Just love 'emm ! A whole free day to do... Nothing  o/,1,looooove,lo+ve,love,I looooove these Brazilian crazy holidaysss!!,A whole free day to do...,['I' 'looooove' 'these' 'Brazilian' 'crazy' 'holidaysss!!'],[1 5 1 2 3 4]
A13TC3HCZX1GI1,Amazon_Reviews/Books,This entire set was fabulous!!!  Loved Suzanne Collins books!!  This is the end of the triligy and very ejoyable!  Enjoy,1,fabulous!!!,fabulous!+,fabulous!,This entire set was fabulous!!!,Loved Suzanne Collins books!!,['This' 'entire' 'set' 'was' 'fabulous!!!'],[1 2 2 1 5]
A3QNBO6CFWSV0S,Amazon_Reviews/Books,Love her books!!!! There is always something exciting happening. I am always left eager for the next book to come out.,1,books!!!!,books!+,books!,Love her books!!!!,There is always something exciting happening.,['Love' 'her' 'books!!!!'],[4 1 4]
Yn2yFbK0aqH5ifVAh9wnpw,Yelp,"R.I.P.  Another Standardbred bites the dust as a result of the
unkempt Harness Racing Track at HARRAHS!
Third Race today 8/19/2018 the #3 Horse ""Mullet Blue Chip""
saw his last race and took his last breath.....ALL BECAUSE
of a POORLY KEPT RACETRACK FULL OF POT HOLES.
The Racing Director should be replaced.  This is not the 1st
'pot hole' accident at this so called 'race track'  
In 2013 Anthony Coletta was left paralyzed and permanently brain damaged after he was thrown from his sulky --
I have been to many race tracks both in the USA & Canada.  I have never even seen one
without trees or ponds or some type of landscaping in the infield.
Harrahs decorates the infield with MUD. The track itself, just as bad.
It's like racing on a dirt road. I don't know if the driver was injured today
but he would not be the first.  This racetrack was 'shut down' for a period a few years ago, but I guess it meant nothing to the 'brass'
Time to 'Drain the Swamp' at Harrahs and get a Racing Director that cares.",0,breath.....,breath...+,breath...,"Third Race today 8/19/2018 the #3 Horse ""Mullet Blue Chip"" saw his last race and took his last breath.....",ALL BECAUSE of a POORLY KEPT RACETRACK FULL OF POT HOLES.,"['Third' 'Race' 'today' '8/19/2018' 'the' '#3' 'Horse' '""Mullet' 'Blue'
 'Chip""' 'saw' 'his' 'last' 'race' 'and' 'took' 'his' 'last' 'breath.....']",[1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 3 5]
gs260pfv25_9-kimaWdEdA,Yelp,"Shame Shame Shame, I am originally from Chalmette and usually get my King Cakes from either Randazzos or Haydels, thought I would try Gambinos NEVER AGAIN, the cake was smashed and un iced, they sent sticky packages of colored icing for me to do my self 
paid over $50 for a do it yourself smashed King Cake, Do yourself a favor use Haydels or Randazzos Not Gambinos  Kinda of wrecked my party, friends trying for the first time were very disappointed and I was too................NEVER AGAIN",0,too................,too...+,too...,"Shame Shame Shame, I am originally from Chalmette and usually get my King Cakes from either Randazzos or Haydels, thought I would try Gambinos NEVER AGAIN, the cake was smashed and un iced, they sent sticky packages of colored icing for me to do my self  paid over $50 for a do it yourself smashed King Cake, Do yourself a favor use Haydels or Randazzos Not Gambinos  Kinda of wrecked my party, friends trying for the first time were very disappointed and I was too................",NEVER AGAIN,"['Shame' 'Shame' 'Shame,' 'I' 'am' 'originally' 'from' 'Chalmette' 'and'
 'usually' 'get' 'my' 'King' 'Cakes' 'from' 'either' 'Randazzos' 'or'
 'Haydels,' 'thought' 'I' 'would' 'try' 'Gambinos' 'NEVER' 'AGAIN,' 'the'
 'cake' 'was' 'smashed' 'and' 'un' 'iced,' 'they' 'sent' 'sticky'
 'packages' 'of' 'colored' 'icing' 'for' 'me' 'to' 'do' 'my' 'self' 'paid'
 'over' '$50' 'for' 'a' 'do' 'it' 'yourself' 'smashed' 'King' 'Cake,' 'Do'
 'yourself' 'a' 'favor' 'use' 'Haydels' 'or' 'Randazzos' 'Not' 'Gambinos'
 'Kinda' 'of' 'wrecked' 'my' 'party,' 'friends' 'trying' 'for' 'the'
 'first' 'time' 'were' 'very' 'disappointed' 'and' 'I' 'was'
 'too................']","[5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 1 1 1 5 1 5 5 1 1 2 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 1 1 1 1 1 1 1 1 1 1 5 1 1 1 5 1 1 1 1
 1 1 1 1 1 3 5 1 1 1 5]"
Eh8E-DobGruihcVx99t5sg,Yelp,"3 servers inc bartender for entire bldg and outside...just close for the day!!!! $40 for 2 side salads and a watered down lobster bisque with ZERO lobster. Apparently corporate filed for Chapter 11 in June...I feel bad for the existing servers bc they can't so their job effectively..ended up w to go as well..won't be back want a refund to be honest (less tip ..not the servers fault its a management issue!!)
Corporate number is disconnected",0,day!!!!,day!+,day!,just close for the day!!!!,I feel bad for the existing servers bc they can't so their job effectively..,['just' 'close' 'for' 'the' 'day!!!!'],[1 2 1 1 5]
A102BTO9BFIWRP,Amazon_Reviews/Electronics,Always stopped playing music and went dumb after a few songs played. A waste of money!!!,0,money!!!,money!+,money!,A waste of money!!!,Always stopped playing music and went dumb after a few songs played.,['A' 'waste' 'of' 'money!!!'],[1 5 1 5]
rSEuvzMKG7Yiix58tkW5cg,Yelp,"Canal Street Inn was nothing short of GREAT!!!!! Monica and Mike were so hospitable and informative of places to go to, and did i mention the breakfast was amazing? The food, the location, the house, everything about this place is wonderful and I fully recommend this place.",1,GREAT!!!!!,GREAT!+,GREAT!,Canal Street Inn was nothing short of GREAT!!!!!,"The food, the location, the house, everything about this place is wonderful and I fully recommend this place.",['Canal' 'Street' 'Inn' 'was' 'nothing' 'short' 'of' 'GREAT!!!!!'],[1 1 1 1 1 1 1 5]
p5NiZtwC0krZsXvvy21w5g,Yelp,"Yum! I was on Jefferson's campus looking for a bite to eat with a friend and we agreed on Thai - this place was a great choice!

I ordered the Tom Yum soup and the fried dumplings and my friend got the Penang Curry. The Tom Yum soup was incredible, flavor wise. The one thing I did not enjoy about it was the shrimp in the soup was not de-tailed so it was kind of awkward digging into my soup and getting it out and having to do this. I ended up just not eating the shrimp because of how messy it was and also it kinda tasted like frozen shrimp tossed into my hot soup (not fresh). Otherwise, though, the soup was excellent...Maybe they should just nix the shrimp as an ingredient? The dumplings at first tasted good but once they cooled down a bit were just fried dough with random, somewhat flavorless stuffing so I only ended up eating about half of them.

The Penang curry, however, redeemed the dumplings! I normally do not like coconut or coconut flavored things. This, however, was delicious!!! It was served with your typical white rice in a pot and was so perfect. Must. try. It has slightly redeemed coconut for me and I find myself wishing I had ordered the same thing.

The service was prompt and the waiter was friendly and attentive (as much as he could be - he was often slightly delayed due to a very big party next to us but that clearly wasn't his fault). When we wrapped up, he gave us 10% discount for being Jefferson students just because he saw our IDs - we did not know about the discount and hadn't asked for it and I thought this was awesome so he gets five stars (wish I would've caught his name...next time). He also was very helpful with the spice level. He suggested a lower spice level (3) then what we were going for (4) and turned out to be right, but brought out hot sauce for us just incase he was wrong and we wanted more spice (we didn't). 

The inside is a lot nicer than what we expected with soft lighting and modern seating. It's not what you expect based on the sign/outside. There are two full screen TVs above the bar and a whole back dining area. 

All in all, this place seems to have some fabulous but also some sub par menu items so if you feel like having some Thai food in the area, I would definitely give it a shot.",1,delicious!!!,delicious!+,delicious!,"This, however, was delicious!!!",The inside is a lot nicer than what we expected with soft lighting and modern seating.,"['This,' 'however,' 'was' 'delicious!!!']",[1 1 1 5]
AYXIIFMP1MS5O,Amazon_Reviews/Books,"I haven't really enjoyed any book so much than reading this one. There's so much fun / hilarious parts in this book that I laughed a lot. Cried also a little, but mainly laughed. Will definitely looking forwards this authors next book!!!",1,book!!!,book!+,book!,Will definitely looking forwards this authors next book!!!,"Cried also a little, but mainly laughed.","['Will' 'definitely' 'looking' 'forwards' 'this' 'authors' 'next'
 'book!!!']",[1 4 1 1 1 1 1 5]
A30OK3SBSV5PQO,Amazon_Reviews/Electronics,"Awesome, works great. Arrived on time!!!",1,time!!!,time!+,time!,Arrived on time!!!,"Awesome, works great.",['Arrived' 'on' 'time!!!'],[1 1 5]
CzIcsTWuexvGfIlG27FoKQ,Yelp,"wellllllllllllllllll this is a bizarre place .. On some levels it was very interesting and fun and some it was offensive and scary. There shops, good food and drinks.. stellar people watching and sleazy sex shops.  Its a huge party place and not completely safe. I wasn't quite prepared for the Oder  ... a mild mixture of beer, vomit, urine trash, and food cooking.  When we got home we sanitized the bottoms of all their shows.",1,wellllllllllllllllll,well+,well,wellllllllllllllllll this is a bizarre place ..,stellar people watching and sleazy sex shops.,['wellllllllllllllllll' 'this' 'is' 'a' 'bizarre' 'place' '..'],[1 1 1 1 3 1 1]
1980476511,Twitter,@CoverGirl_76 OMG Amanda...I am sooo sorry!!!!! Please accept my condolences ,0,sooo,so+,so,I am sooo sorry!!!!!,@CoverGirl_76 OMG Amanda...,['I' 'am' 'sooo' 'sorry!!!!!'],[1 1 5 5]
A109VS73ISPMHT,Amazon_Reviews/Books,"Definitely the worst of the series. Can't believe what Athans did to all characters: none was the same as in previous books.

I finished this book beacuse my sadistic mind kept telling me this was just a bad dream of Jeggred who finally awakes at the end! (Yes, that would have been a better plot!)

And I agree with many others: (spoiler coming.....) Ryld's death is pointless, stupid, inconsequential, ilogical and, worst of all, boring.

The worst is you can't skip it and go directly to book 6.

PD. I'll never buy another book by Athans.",0,coming.....,coming...+,coming...,)  And I agree with many others: (spoiler coming.....,The worst is you can't skip it and go directly to book 6.PD.,['And' 'I' 'agree' 'with' 'many' 'others:' '(spoiler' 'coming.....'],[1 1 4 1 1 1 1 1]
RaR7p8L5d84nmeuTKOoLfg,Yelp,"Fantastic BBQ!!! We were so excited to come try this and it did not disappoint. Pulled pork is amazing and so were the sides. The bbq sauce was so good, I had to buy it to take home! Excellent and very friendly!",1,BBQ!!!,BBQ!+,BBQ!,Fantastic BBQ!!!,Excellent and very friendly!,['Fantastic' 'BBQ!!!'],[5 5]
1685840591,Twitter,The Beach Girl5 are performing at WANGO TANGO !! Ahhhhhhh !!!  thank u to everyone who voted !!!,1,Ahhhhhhh,Ah+,Ah,Ahhhhhhh !!!,thank u to everyone who voted !!!,['Ahhhhhhh' '!!!'],[3 2]
_YwSLqVakLrfvLzvOGAleg,Yelp,This place is so friendly and the food were great too. I had the fish and chips. They were made fresh and steamy hot. The other plate we had was pull pork which is to die for. The music were good. Parking was easy. I definitely recommend this place!!!!,1,place!!!!,place!+,place!,I definitely recommend this place!!!!,This place is so friendly and the food were great too.,['I' 'definitely' 'recommend' 'this' 'place!!!!'],[1 4 5 1 5]
A2R6ANFNIXEOY7,Amazon_Reviews/Books,"if you want a sexy dark book this is it. makes you think as the book goes along. keeps you on your toes. however, i did tell the author that I wished there was 1 more chapter....as it ended a bit of you wondering what happened next....",1,next....,next...+,next...,as it ended a bit of you wondering what happened next....,if you want a sexy dark book this is it.,"['as' 'it' 'ended' 'a' 'bit' 'of' 'you' 'wondering' 'what' 'happened'
 'next....']",[1 1 1 1 1 1 1 2 1 1 1]
tnw-xYhUX0nV4AIUnCL0YA,Yelp,"Sadly disappointed!!! After discovering Shakura a couple months ago, my son and I were pleasantly pleased to find a Japanese Hibachi so close to home. 
After several visits, and while eating the scallops and shrimp combo I found HAIR in my noodles!!! I pointed it out to the waitress who LOOKED AT MY HAIR, then back at my plate before going to get a manager...who turned out to be the owner.  She did the same routine as the waitress. Then offered to have the chef redo my meal in the kitchen. I agreed initially, but after sitting at waiting, I felt nauseous! 
NO APOLOGY, NOTHING!!!
When the waitress returned, my ticket was exactly the same! I explained I felt sick and wanted the meal removed. The owner said she could not do that but could give me 15% back! SHE SAID THE ONLY WAY TO GET MY MONEY BACK WAS TO SEE A DOCTOR (because I was sick) THEN HER INSURANCE COMPANY WOULD GIVE ME MY MONEY! REALLY??? NEVER, NEVER, NEVER AGAIN!!! She was very rude and walked away after that comment!",0,disappointed!!!,disappointed!+,disappointed!,Sadly disappointed!!!,"After discovering Shakura a couple months ago, my son and I were pleasantly pleased to find a Japanese Hibachi so close to home.",['Sadly' 'disappointed!!!'],[5 5]
A1FNPTBCLTO4BN,Amazon_Reviews/Electronics,The best amllified subwoofer out there!!! Buy it now!,1,there!!!,there!+,there!,The best amllified subwoofer out there!!!,Buy it now!,['The' 'best' 'amllified' 'subwoofer' 'out' 'there!!!'],[1 5 1 1 1 5]
122241667,TripAdvisor,"Everything is literally ""right around the corner"" from this LES jewel. Subway is less than a block & it's within walking distance to Chinatown & Little Italy. The M9 bus to Lower Manhattan stops right around the corner and you can see Essex Street Market from your room window. For Manhattan this little place is a steal. Yes, the rooms are postage stamp-sized - but that's pretty much the case in NYC and wouldn't you rather get a small room for a less expensive price? The staff was absolutely extraordinary!! You can't beat it for convenience, comfort and price!!!",1,price!!!,price!+,price!,"You can't beat it for convenience, comfort and price!!!","Everything is literally ""right around the corner"" from this LES jewel.","['You' ""can't"" 'beat' 'it' 'for' 'convenience,' 'comfort' 'and' 'price!!!']",[1 1 4 1 1 4 4 1 5]
P2MJ08igU4S9n5V1mcAsEQ,Yelp,"I just had to share this experience! My wife and I stopped by Carrabba's for the very first time and I really believe we found a new home. From the moment we entered we were totally taken care of. It was freezing outside and the hostess joked with us on the way to our table. Once we were seated Weston came over and after we mentioned it was our first time he explained the menu and recommended some of his favorites. His attention to detail was incredible. Shortly after Weston took our drink order Raphael the manager walked over, introduced himself and welcomed us to the restaurant. He then offered to buy us an appetizer and dessert....He went on to explain the history of the restaurant and we just felt like the most important people in the world. The food that was recommended by Weston was SPOT ON with the Chicken Trio for me and the Chicken Bryan for my wife. The fried Calamari appetizer was the perfect start and the brownie dessert was the perfect finish. Credit goes to the team of chefs for the chicken that was cooked perfect and the dinner was amazing! The service we recieved was beyond anything we could have imagined and both my wife Joella and I agree that we can't WAIT to go back and also bring our friends. Thank you to the entire staff for making our night. Shawn Parr Nash Nights Live on Nashfm 103.3",1,dessert....,dessert...+,dessert...,He then offered to buy us an appetizer and dessert....,Credit goes to the team of chefs for the chicken that was cooked perfect and the dinner was amazing!,"['He' 'then' 'offered' 'to' 'buy' 'us' 'an' 'appetizer' 'and'
 'dessert....']",[1 1 4 1 1 1 1 1 1 1]
BIDwKIESS0CZXVRg1PbseQ,Yelp,"I really enjoy The Ball & Biscuit's cocktails. Definitely a great date spot as the facility is very dimly lit and intimate if you dig that kinda vibe. Most of my favorite drinks are no longer on the menu, but that's okay! I've never been dissatisfied by the new flavor combos they create. I think my only issue is that it can be suuuper yuppie, which who cares really, but I just tend to feel out of place in that setting. Barely worth mentioning though, drinks are superb! Take your babe out here.",1,suuuper,su+per,super,"I think my only issue is that it can be suuuper yuppie, which who cares really, but I just tend to feel out of place in that setting.",I really enjoy The Ball & Biscuit's cocktails.,"['I' 'think' 'my' 'only' 'issue' 'is' 'that' 'it' 'can' 'be' 'suuuper'
 'yuppie,' 'which' 'who' 'cares' 'really,' 'but' 'I' 'just' 'tend' 'to'
 'feel' 'out' 'of' 'place' 'in' 'that' 'setting.']",[1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
A381C6UUUIAB4V,Amazon_Reviews/Electronics,"I backed up a Norton backup from my secondary 1TB internal hard drive onto an external Seagate GoFlex 3TB hard drive. It took 11 hours and 38 minutes. That is a loooonnnngggg time. My backup HDD was almost full and that was with only two backup file/folders, so I decided to store the older file that I had started in 2011, that included pictures and music and took up a lot of memory. I recently decided to start a new backup; September 2015, which sucked up about 250GB, but archived the older 735GB folder.

I have an older EVGA X58 SLI x3 motherboard that I bought in April 2009. It has the Intel i7 920 Nehalem 2.66GHz quad processor with 12 GB DDR3 1600 mamory. My backup HDD is a WD 1TB, but it is not the black. I must have just missed the newer X58 motherboard (MB) that came with USB 3.0 and only so I only have USB 2.0. No, I never got around to doing any over-clocking with this MB or adding more graphics cards to the SLI 2 or 3 slots. I don't do any gaming to speak of or any graphic arts that require that kind of fun.

I decided it was time to upgrade my USB as I don't have the necessity to build a new computer, so I got this USB 3.0 card and installed it in the available secondary  x16/x8 PCI Express 2 slot. I thought about trying it in the third x8 slot, but I read it needed to be in the x16, if not in the x1 slot, and I had other chores to perform. Unfortunately, this motherboard only has one PCI express x1 slot and it is covered by my GTX 285 video card.
Anyway, I used the 4 pin to SATA power adapter cable, loaded the drivers from the CD and everything worked great.

While I had hoped for a bit more speed, with the USB 3,  the transfer to the Seagate went from 11+ hours to 4 hours and 15 minutes for the same file, which I deleted afterwards; only need 1. Anyway, I'll take the 2.5x faster speed. I'll update if I have any issues.",1,loooonnnngggg,lo+n+g+,long,That is a loooonnnngggg time.,It has the Intel i7 920 Nehalem 2.66GHz quad processor with 12 GB DDR3 1600 mamory.,['That' 'is' 'a' 'loooonnnngggg' 'time.'],[1 1 1 4 2]
AOA7YTAKY2SA5,Amazon_Reviews/Electronics,"Coolest keyboard I've ever seen!!!  I've been told it's awesome for ""gamers!""  :-)",1,seen!!!,seen!+,seen!,Coolest keyboard I've ever seen!!!,"I've been told it's awesome for ""gamers""!:-)","['Coolest' 'keyboard' ""I've"" 'ever' 'seen!!!']",[4 2 1 2 5]
133804157,TripAdvisor,"We stayed here to watch the amazing 4th of July fireworks and Symphony show that Austin puts on every year. The hotel was two blocks away from the park where the fireworks were displayed which made for easy walking and no mess of driving out during the big rush! Location of the hotel is the best feature. Especially nice was the cost of the hotel compared to other hotels that were similar distances from the fireworks display - this hotel was about 60% of the cost of the other hotels, plus free parking and a full kitchen. Those perks were great, but the comfort of the bed was my one big complaint. I did not sleep well. The bed was harder than I've seen at even the cheapest hotels. For a place fitting the extended-stay crowd, having a bed worth staying for would be a draw for me.... If location is key, stay here, but I wouldn't stay more than an overnight trip. The bed comfort isn't worth the cost saved. Hotel staff were overwhelmed and understaffed for an evening check-in. Bathroom was mostly clean, but still could use some work. A used pair of contact lenses was left on the nightstands - a clue to how thorough the room was cleaned?",0,me....,me...+,me...,"For a place fitting the extended-stay crowd, having a bed worth staying for would be a draw for me....",A used pair of contact lenses was left on the nightstands - a clue to how thorough the room was cleaned?,"['For' 'a' 'place' 'fitting' 'the' 'extended-stay' 'crowd,' 'having' 'a'
 'bed' 'worth' 'staying' 'for' 'would' 'be' 'a' 'draw' 'for' 'me....']",[1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 1 1]
9hXYLvASMqhCORR-GvXaWw,Yelp,"I recently came in this past Saturday visiting family from out of town, and I was very hesitant to try sea food but my family insisted on dining at Lure. We decided to start with the charbroiled oysters and ordered a few of their wines our server suggested. The oysters looked good but they were cold and lacked flavor. We waited awhile for these to come out considering they were ordered as an appetizer. Initially I was very upset and didn't understand what my family and fellow yelpers had been raved about. Our server brought over a member of the the management staff after seeing how disappointed we were with the drinks and oysters. Miss Jaqueline assured us she would handle everything and we waited no more than 5 minutes for freshly made oysters and differing wine samples so we could find something we actually enjoyed. She truly listened to our concerns . Let me tell you the second time around it was as if we entered a new restaurant oysters were cooked to perfection and full of flavor. I enjoyed a glass of Casa Branca which I believe is local, it was absolutely delish! The entrees came out perfectly and the lobster ravioli was to DIE for!!! If the meal had continued as it began I can assure you I would never come back. After my experience I understand why this place has such good reviews. The manager Jaqueline was extremely understanding and made this experience for me. She took care of my family and was committed to ensuring the whole experience was perfect and went above and beyond. Overall, I was extremely happy with my experience here and left very impressed by this restaurant. I can't wait to come back and visit for happy hour Sunday! I would recommend this restaurant to anyone visiting Santa Barbara for more than an exceptional experience.",1,for!!!,for!+,for!,The entrees came out perfectly and the lobster ravioli was to DIE for!!!,"I enjoyed a glass of Casa Branca which I believe is local, it was absolutely delish!","['The' 'entrees' 'came' 'out' 'perfectly' 'and' 'the' 'lobster' 'ravioli'
 'was' 'to' 'DIE' 'for!!!']",[1 2 1 1 4 1 1 2 2 1 1 5 5]
