document_id,source,document,label,rlf,nf,root_word,rlf_sent,rand_sent,rlf_sent_pred_label,rand_sent_pred_label,word_list,imp_score,final_rlf_label,final_rand_label,is_ellipses,imp_quality,rlf_sent_len,rand_sent_len,doc_len
1981927187,Twitter,I want to be with him! NOW!!!  I missssssssssssssssss him soooooooooooooo much!,0,missssssssssssssssss,miss+,miss,I missssssssssssssssss him soooooooooooooo much!,I want to be with him!NOW!!!,0,1,['I' 'missssssssssssssssss' 'him' 'soooooooooooooo' 'much!'],[1 5 1 5 3],0,1,0,5.0,5,6,12
AEMSGB00FL3YO,Amazon_Reviews/Electronics,"I have never owned a Dell Computer but after powering it up it has been fun to use.  Windows 8.1 is new to me so it has been a bit of a learning curve, however, it was easy learning Windows 8.1 and I really, really like it.  I like the 19.5 inch screen and really like the all- in-one computer.  It is awesome.  It comes with a wired keyboard and mouse and is easy to use because you don't have the big bulky CPU to hook it up to, so there isn't any tugging or pulling on the keyboard and mouse.  It does take about 30 minutes for it to install all the software that comes with it but worth the wait!  Just to let you know there isn't a CD/DVD drive which isn't a problem for me.  It has plenty of memory to do what I want.  I am loving this computer!!!",1,computer!!!,computer!+,computer!,I am loving this computer!!!,It is awesome.,1,1,['I' 'am' 'loving' 'this' 'computer!!!'],[2 2 4 2 5],1,1,0,5.0,5,3,153
A170Y6H5QL1FL5,Amazon_Reviews/Books,"Love, love, love!!!! Wish this wasn't the end!",1,love!!!!,love!+,love!,"Love, love, love!!!!",Wish this wasn't the end!,1,0,"['Love,' 'love,' 'love!!!!']",[5 5 5],1,0,0,5.0,3,5,8
A1JMJROB5Y0IME,Amazon_Reviews/Electronics,"We ordered these for our kids for Christmas and they loved them!!! This was our second go around with this brand and we (The parents) love them as much as our kids do. They are very durable and has endured many drops from our younger child. If you are looking to get the Otterbox quality protection but not at the Otterbox price, than this is the product for you.",1,them!!!,them!+,them!,We ordered these for our kids for Christmas and they loved them!!!,This was our second go around with this brand and we (The parents) love them as much as our kids do.,1,1,"['We' 'ordered' 'these' 'for' 'our' 'kids' 'for' 'Christmas' 'and' 'they'
 'loved' 'them!!!']",[1 1 1 1 1 1 1 1 1 1 5 5],1,1,0,5.0,12,21,69
2185632154,Twitter,@DarkGX hey! just kinda woke up... i'm soooooo out of it. i'mma shower &amp; take my walk of the day so i might have 2 hit u up only 2morra ,0,soooooo,so+,so,i'm soooooo out of it.,i'mma shower &amp; take my walk of the day so i might have 2 hit u up only 2morra,0,1,"[""i'm"" 'soooooo' 'out' 'of' 'it.']",[1 5 2 1 2],0,1,0,3.0,5,19,30
A2QHH62IVDARDD,Amazon_Reviews/Books,"I enjoyed this book, MUCH BETTER than LM! I thought Manny was great and the side story of V and Jane was absolutely fantastic. I liked that she introduced new characters!
It seems she is getting back on track with this book, which is great!!! Can't wait for the next one.",1,great!!!,great!+,great!,"It seems she is getting back on track with this book, which is great!!!",I liked that she introduced new characters!,1,1,"['It' 'seems' 'she' 'is' 'getting' 'back' 'on' 'track' 'with' 'this'
 'book,' 'which' 'is' 'great!!!']",[1 1 1 1 1 1 1 1 1 1 1 1 1 5],1,1,0,5.0,14,7,51
A1K4ROL8J0VZW4,Amazon_Reviews/Books,"My sister converted to ""Mormonism"" when she married her husband. At first it was just so that she could raise her family with a religous based morale system. Yet the further she got involved in the church - the more I became convinced that it was a cult. I am not a theological based person - but Jon Krakauer's book was EXTREMELLY helpful in debating the pros and cons of the LDS system with her.

Krakauer's book gives you a historical perspective of how the current church evolved since it's conception in the 1800's, why there are SO many different sects of a church being so young, and their belief system and explains the paradox's in the ""Book of Mormon""

""Under the Banner"" is written with a different perspective than his previous novels and may seem boring. Krakauer's researched the church in depth and has made it very easy for an LDS outsider to try to understand the LDS cult - it is incredibly helpful!!!",1,helpful!!!,helpful!+,helpful!,Krakauer's researched the church in depth and has made it very easy for an LDS outsider to try to understand the LDS cult - it is incredibly helpful!!!,I am not a theological based person - but Jon Krakauer's book was EXTREMELLY helpful in debating the pros and cons of the LDS system with her.,1,1,"[""Krakauer's"" 'researched' 'the' 'church' 'in' 'depth' 'and' 'has' 'made'
 'it' 'very' 'easy' 'for' 'an' 'LDS' 'outsider' 'to' 'try' 'to'
 'understand' 'the' 'LDS' 'cult' '-' 'it' 'is' 'incredibly' 'helpful!!!']",[1 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 4 5],1,1,0,4.0,28,27,165
A3NW769O9BO5Q,Amazon_Reviews/Books,"I loved this part of Logan & Tate's journey. So amazing to read about these men again. I laughed, cried, swore. Sign of a great book. So excellent and many perfect moments. They are special!!! Logan & Tate love",1,special!!!,special!+,special!,They are special!!!,Sign of a great book.,1,1,['They' 'are' 'special!!!'],[1 1 5],1,1,0,5.0,3,5,39
2010525160,Twitter,@ddlovato hiii  .. a question .. You like to eat in macdonals? As it is cool to eat burgers jaja... i hope you respond me plz  jajj...xoxo,1,hiii,hi+,hi,@ddlovato hiii  ..,You like to eat in macdonals?,1,0,['@ddlovato' 'hiii' '..'],[2 3 1],1,0,0,3.0,3,6,27
bIQS2Owid0dSIlv0OuKRCQ,Yelp,"New leaf is hands down my all time favorite sushi restaurant...it's always outstanding!!!! Along with the awesome food their service is kind, friendly, and never rude. My wife and kids went last week and the first thing the waiter said was; ""please do not hesitate to ask anything, your time means everything in this restaurant. Like I said earlier, my hands down all time,favorite, go-to place to get food. I highly recommend New Leaf for dining options!!",1,outstanding!!!!,outstanding!+,outstanding!,it's always outstanding!!!!,New leaf is hands down my all time favorite sushi restaurant...,1,1,"[""it's"" 'always' 'outstanding!!!!']",[1 1 5],1,1,0,5.0,3,11,77
gzXdsIn2kw4TVmqsiZBY9A,Yelp,Wish I could give more stars! Seriously the best photographer EVER!!! He is such a great person too! He took photos of my wedding that look like they belong in a wedding magazine! So happy I found him on here! Worth every penny spent! Oh and his wife is an amazing makeup artist to boot! So happy with every photo taken on my happiest day of my life!,1,EVER!!!,EVER!+,EVER!,Seriously the best photographer EVER!!!,So happy I found him on here!,1,1,['Seriously' 'the' 'best' 'photographer' 'EVER!!!'],[1 1 5 1 5],1,1,0,5.0,5,7,68
SN2dvyTeVkpbHma5F-fUUA,Yelp,"I love this place!!! Went this morning to get a burger for breakfast (weird, I know) and the lady who took my order was sweet as pie! The gent at the window literally made me crack up laughing twice with his jokes! My order was on point, and I even asked for extra crispy fries!!! Loved my experience this morning! I left there praising Jesus for my food and for those kind folks who took care of me!",1,place!!!,place!+,place!,I love this place!!!,The gent at the window literally made me crack up laughing twice with his jokes!,1,1,['I' 'love' 'this' 'place!!!'],[1 5 1 5],1,1,0,5.0,4,15,78
A1WBGIL46NUFFU,Amazon_Reviews/Books,"Just finished Double Trouble, it did not disappoint!!! Will patiently wait for third book. I have kindle unlimited so for me to buy books they must really be good!! Love Poppy,Calla and Sienna,they are fun,the messes they get into are hilarious,not the danger but how they handle it. love Bo the alpha cop. And all the characters they meet along the way. Looking forward to the next book,hope it doesn't take to long!!!",1,disappoint!!!,disappoint!+,disappoint!,"Just finished Double Trouble, it did not disappoint!!!",love Bo the alpha cop.,1,1,"['Just' 'finished' 'Double' 'Trouble,' 'it' 'did' 'not' 'disappoint!!!']",[1 1 1 1 1 1 2 5],1,1,0,5.0,8,5,73
A2PI1RZQA9SSLT,Amazon_Reviews/Electronics,"Have other brands from here and there and at least 2 of them give me ""gliches"" but not this one!!! Well made!",1,one!!!,one!+,one!,"Have other brands from here and there and at least 2 of them give me ""gliches"" but not this one!!!",Well made!,1,1,"['Have' 'other' 'brands' 'from' 'here' 'and' 'there' 'and' 'at' 'least'
 '2' 'of' 'them' 'give' 'me' '""gliches""' 'but' 'not' 'this' 'one!!!']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5],1,1,0,5.0,20,2,22
1753329015,Twitter,"Sex on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over. ",1,ahhh,ah+,ah,"Sex on the beach, cosmo, kamikaze, captain america, ahhh fun night.",Still not over.,1,0,"['Sex' 'on' 'the' 'beach,' 'cosmo,' 'kamikaze,' 'captain' 'america,'
 'ahhh' 'fun' 'night.']",[3 1 1 2 2 2 2 2 4 3 2],1,0,0,3.0,11,3,14
A3NZ6WHG0HDI8B,Amazon_Reviews/Books,I love buying kindle editions of books. When you order them they get sent to all your kindle devices so you can read anywhere. It is also a great book!!!,1,book!!!,book!+,book!,It is also a great book!!!,When you order them they get sent to all your kindle devices so you can read anywhere.,1,1,['It' 'is' 'also' 'a' 'great' 'book!!!'],[1 1 1 1 4 5],1,1,0,5.0,6,17,30
1981131325,Twitter,just rollin out of bed!!!! can't tell you the last time i got to sleep till 10 ,1,bed!!!!,bed!+,bed!,just rollin out of bed!!!!,can't tell you the last time i got to sleep till 10,1,0,['just' 'rollin' 'out' 'of' 'bed!!!!'],[1 2 1 1 3],1,0,0,3.0,5,12,17
1752350603,Twitter,@EAJosh Who did you hear that from?  But if thats true. I am right her!!! ,1,her!!!,her!+,her!,I am right her!!!,But if thats true.,1,0,['I' 'am' 'right' 'her!!!'],[2 2 3 4],1,0,0,3.5,4,4,15
ZiBKoGp5u4IPgcTaM0zS9w,Yelp,"Good wings just a tad too done but great size. Celery order was disgusting!!! Slimy, rubbery & inedible. Cuban sammie was huge- enough for 2 people. Good flavor but not the best we've ever had. Good service and very cold beers!! Good atmosphere for sports and even for non-sports folks with plenty of space for different groups.",1,disgusting!!!,disgusting!+,disgusting!,Celery order was disgusting!!!,Good service and very cold beers!!,0,1,['1963.' 'Celery' 'order' 'was' 'disgusting!!!'],[1 1 1 1 5],0,1,0,5.0,4,6,57
2071041341,Twitter,had a lovely dinner..watching the dodger game currently 3-1 phillies booo ,0,booo,boo+,boo,watching the dodger game currently 3-1 phillies booo,had a lovely dinner..,0,1,['watching' 'the' 'dodger' 'game' 'currently' '3-1' 'phillies' 'booo'],[2 1 2 2 2 2 2 4],0,1,0,3.5,8,4,11
QOOSV91nhsp9Zqv_z4VBcQ,Yelp,"Urban Chestnut is exactly what I wish we had in Louisville, KY where I live: A big open space for a brewery. This place is a big beer hall with long wooden tables and benches. There's a long bar where you order the beer and then a separate place off to the side where you can order food - much of it Bavarian style. 

The beer selection was extensive and I'd love to go back and try more beers another time. I decided on two beers for this trip - the Cocoa CowTao which is a chocolate milk stout and the Chouteau Joe which is a coffee stout. Both were smooth and had really good flavors. They were both fairly low ABVs which is a nice change from some of the stronger stouts which I often enjoy. My husband and I also got curry wurst which came with fries and it was YUM! The other food looked really good as well. 

However, I saved the best part of last. You can bring your dog in here!!! As a dog lover, I'm always looking for places where I can take my dog with me because I'm slightly (ok really) attached to my dog. Sable came with my husband and I and had a great time. There were also several kids there when we went.

This is the type of beer hall I would love to return to.",1,here!!!,here!+,here!,You can bring your dog in here!!!,My husband and I also got curry wurst which came with fries and it was YUM!,1,1,['1965.' 'You' 'can' 'bring' 'your' 'dog' 'in' 'here!!!'],[1 1 1 1 1 1 1 5],1,1,0,5.0,7,16,236
9NO7-m8G2uEeldEJfEDGDw,Yelp,"Love me some Sweet Betty (I think that's what it's called). Not a fan of whole tomatoes, but on this pizza, it's sooooooo good!  Had it while buzzed, and came back another time to try it sober just to see if it was the booze that made it so memorable.  Yeah definitely not the booze!  Never tried their NJ locations, but philly one is totally on point.  Bartenders here really are a million times nicer and helpful than the wait staff, not sure what the deal there is, but definitely would come back just to grab pizza with bar service!",1,sooooooo,so+,so,"Not a fan of whole tomatoes, but on this pizza, it's sooooooo good!",Love me some Sweet Betty (I think that's what it's called).,1,1,"['1967.' 'Not' 'a' 'fan' 'of' 'whole' 'tomatoes,' 'but' 'on' 'this'
 'pizza,' ""it's"" 'sooooooo' 'good!']",[1 1 1 1 1 1 1 1 1 1 1 1 5 5],1,1,0,5.0,13,11,100
ggMOz8aNYVXab9RCXCBBRw,Yelp,"This place is the best. Will never go anywhere else!!! Samantha and Cindy are the two I prefer, but they're all great!!! Samantha is great with free styling!!!",1,else!!!,else!+,else!,Will never go anywhere else!!!,This place is the best.,1,1,['1968.' 'Will' 'never' 'go' 'anywhere' 'else!!!'],[1 1 1 1 1 5],1,1,0,5.0,5,5,28
AJB5D2XGH3944,Amazon_Reviews/Books,"Love following Uber Facts everyday!  Super interesting facts and I love that my kids introduced me to the Instagram page!!!  My 15 year old and I would love to read this book as well @ Beranddarr
Instagram: beranddarr",1,page!!!,page!+,page!,Super interesting facts and I love that my kids introduced me to the Instagram page!!!,My 15 year old and I would love to read this book as well @ Beranddarr Instagram: beranddarr,1,1,"['1969.' 'Super' 'interesting' 'facts' 'and' 'I' 'love' 'that' 'my' 'kids'
 'introduced' 'me' 'to' 'the' 'Instagram' 'page!!!']",[1 1 5 1 1 1 5 1 1 1 1 1 1 1 1 5],1,1,0,5.0,15,18,38
A2B7PG6P30GPZT,Amazon_Reviews/Books,"Can I get a standing ovation  here for Jessica Hawkins?
She clearly brought us a her A game here!
Yours to Bare is seductive, mouthwatering, tempting, and wickedly genius read!
She is a mastermind of seducing her readers. Simply by her keen, sense of molding her storylines and characters from nothing. Into making them feel surreal almost real like. Just with a sultry, intoxicating mix of desire and smart dialogue. Its an art she has perfected.
Only to penetrate your cognitive thinking. Leaving you in a complete mumbled jumbled mess!  A hot mess!!! Where I can mentally envision my panties going up in flames.  Yes, like an inferno! All while thinking, of the naughty things Finn could do to me! God a must buy!!!",1,mess!!!,mess!+,mess!,A hot mess!!!,Only to penetrate your cognitive thinking.,0,1,['A' 'hot' 'mess!!!'],[1 3 5],0,0,0,5.0,3,6,124
AQWIB39C7E580,Amazon_Reviews/Books,"This book is a very beautifully written, honest look into the authors life. I honestly couldn't put the book down! I believe that whilst this is of great interest and support for people suffering with/ living with someone suffering with depression , it is also just a very inspiring story of a remarkable woman's struggles through the deepest darkest times in her life all the way through to the remarkable work she is doing right now. You have to try, it grips you from the first page!!!!",1,page!!!!,page!+,page!,"You have to try, it grips you from the first page!!!!","This book is a very beautifully written, honest look into the authors life.",1,1,"['You' 'have' 'to' 'try,' 'it' 'grips' 'you' 'from' 'the' 'first'
 'page!!!!']",[1 1 1 2 1 3 1 1 1 2 5],1,1,0,5.0,11,13,87
A18W10R2MQG9H0,Amazon_Reviews/Electronics,I was so excited to get my Kindle Paperwhite for Christmas. This case is by far the best case I have had for any electronic devise. I chose this on because I work at a desk and now don't hurt my neck bending over the table in between calls. I absolutely love this product!!!,1,product!!!,product!+,product!,I absolutely love this product!!!,This case is by far the best case I have had for any electronic devise.,1,1,['I' 'absolutely' 'love' 'this' 'product!!!'],[1 5 5 1 5],1,1,0,5.0,5,15,54
A2NJFR7BL4K6A4,Amazon_Reviews/Books,"I
I've read all 8 books of this series and they're all intriguing and I just keep wanting more!!!  I can't wait for her 9 th book !!!",1,more!!!,more!+,more!,I I've read all 8 books of this series and they're all intriguing and I just keep wanting more!!!,I can't wait for her 9 th book !!!,1,1,"['I' ""I've"" 'read' 'all' '8' 'books' 'of' 'this' 'series' 'and' ""they're""
 'all' 'intriguing' 'and' 'I' 'just' 'keep' 'wanting' 'more!!!']",[1 1 2 2 1 2 1 1 2 1 2 2 4 1 1 2 2 3 5],1,1,0,5.0,19,9,28
JgDlNRn9TPMAymnOTM5-qw,Yelp,Had issues with the Avon Petsmart in acquiring a glass top for my 75 gallon aquarium.  Came to the plainfield store and after a few minutes of kicking around ideas Jen (the manager) was able to make it happen by separating a tank/top combo.  I call this going above and beyond in my book!!!,1,book!!!,book!+,book!,I call this going above and beyond in my book!!!,Had issues with the Avon Petsmart in acquiring a glass top for my 75 gallon aquarium.,1,0,['I' 'call' 'this' 'going' 'above' 'and' 'beyond' 'in' 'my' 'book!!!'],[1 2 1 2 3 1 3 1 1 5],1,0,0,5.0,10,16,54
A3OBRVIBB7DPXU,Amazon_Reviews/Books,Love it. Can't wait to see where else we can go with this mega series... The short stories just round out everything about this world!!!,1,world!!!,world!+,world!,The short stories just round out everything about this world!!!,Can't wait to see where else we can go with this mega series...,1,1,"['The' 'short' 'stories' 'just' 'round' 'out' 'everything' 'about' 'this'
 'world!!!']",[1 2 2 2 2 2 3 1 1 5],1,1,0,5.0,10,13,25
2GyCZBUfNB83INGRhSYJBA,Yelp,"My brother loves steak so my family decided to try out Dickie Brennan's steakhouse in the French quarters we had a 4 o'clock reservation. We were greeted by the hostess and was brought right to our table. The ambiance was smoothing and the lighting was soft. Our team of server were exceptionally well. The captain made excellent suggestions on the menu. He recommended the crab cakes which were amazing! They were filled with lot of crab meat not a lot of bread!!! I tasted my dad's steak, it was  seasoned well and was very moist. The staff went above and beyond to make sure we enjoyed our guest experience. The manager Eric was very  attentive and made his way to all the tables to check on the guest. If your in town and want a steak definitely try this place!",1,bread!!!,bread!+,bread!,They were filled with lot of crab meat not a lot of bread!!!,The ambiance was smoothing and the lighting was soft.,1,1,"['They' 'were' 'filled' 'with' 'lot' 'of' 'crab' 'meat' 'not' 'a' 'lot'
 'of' 'bread!!!']",[1 1 3 1 2 1 2 2 2 1 2 1 5],1,1,0,5.0,13,9,140
A2KQLW3VY05MYU,Amazon_Reviews/Books,"The most Amazing book written.  Enlightenment into hidden areas of your life, your mind. The Author has bestowed a wealth of knowledge  to those willing to increase their perception. GOD truly is a wonderful life coach. The Author is a willing extention of Gods plan to prepare us for the kingdom.  I have read this book  time and time again.  I implore as many people to do this as well.  Join us who have truly become Awaken!!  Don't miss this opportunity!!  I love this book!!!",1,book!!!,book!+,book!,I love this book!!!,I have read this book  time and time again.,1,1,['I' 'love' 'this' 'book!!!'],[1 5 1 5],1,1,0,5.0,4,9,85
aCEYjxGUgVIjtLuTWvXn9w,Yelp,"Soooooo delicious! We are not from the area but felt right at home at this place. The staff was extremely inviting and friendly! My S.O. went overboard on his protein selections and it was a judgement free zone, we all shared some giggles. We loved that they had some Vietnamese cuisine (pho, rice dishes, fried rice) in addition to their poké bowls.

We ordered the poké bowls and Vietnamese egg rolls. Definitely give the poké bowl a 10/10 for the freshness and quality! The tempura shrimp was fried to order as well as the Vietnamese egg rolls and they were sooooo crispy and also had TARO! The egg rolls were one of the best I've had at a restaurant. On top of that they have bubble tea too?! One stop shop that you're missing out on if you haven't tried it yet!! 

This would definitely be my go to spot if I had it back at home in Iowa.",1,sooooo,so+,so,The tempura shrimp was fried to order as well as the Vietnamese egg rolls and they were sooooo crispy and also had TARO!,On top of that they have bubble tea too?!,1,1,"['The' 'tempura' 'shrimp' 'was' 'fried' 'to' 'order' 'as' 'well' 'as'
 'the' 'Vietnamese' 'egg' 'rolls' 'and' 'they' 'were' 'sooooo' 'crispy'
 'and' 'also' 'had' 'TARO!']",[1 2 2 1 3 1 2 1 2 1 1 2 2 2 1 1 1 5 3 1 2 1 3],1,1,0,5.0,23,9,159
A1R9044FMXU1J9,Amazon_Reviews/Books,"This BOOK and all the other books in this series are AMAZING!!!  I made the mistake of reading this during lunch break, on a week that my class had a debate. Lets just say I was shocked at how fast time flies  when your reading an awesome book!! I was late for the debate and it was embarrassing!! But totally worth it !!! I LOVE THIS Series !!!!!!",1,AMAZING!!!,AMAZING!+,AMAZING!,This BOOK and all the other books in this series are AMAZING!!!,Lets just say I was shocked at how fast time flies  when your reading an awesome book!!,1,1,"['This' 'BOOK' 'and' 'all' 'the' 'other' 'books' 'in' 'this' 'series'
 'are' 'AMAZING!!!']",[1 2 1 2 1 2 2 1 1 2 1 5],1,1,0,5.0,12,17,68
A1JIQAIGHGI34J,Amazon_Reviews/Books,This is such a wonderful resource for expectant moms.  It makes a great gift as well!  Many hospitals even give this book out when a baby is born!  I really couldn't recommend it more!!!,1,more!!!,more!+,more!,I really couldn't recommend it more!!!,It makes a great gift as well!,1,1,"['I' 'really' ""couldn't"" 'recommend' 'it' 'more!!!']",[1 3 2 3 1 4],1,1,0,4.0,6,7,34
2260861230,Twitter,@gabrielleejean I MISS YOU!!! can we please hang out soon!? ,0,YOU!!!,YOU!+,YOU!,@gabrielleejean I MISS YOU!!!,can we please hang out soon!?,0,1,['@gabrielleejean' 'I' 'MISS' 'YOU!!!'],[2 2 5 5],1,1,0,5.0,4,6,10
2061683742,Twitter,@aaron344870 lol ahaha i TRY to sing . but im VERY bad lol . but im a goood dancerr ,1,goood,go+d,god,but im a goood dancerr,but im VERY bad lol .,1,0,['but' 'im' 'a' 'goood' 'dancerr'],[2 2 1 5 2],1,0,0,3.0,5,6,19
AT8M9Y2C757SZ,Amazon_Reviews/Electronics,"Review for Sharp LC-60LE660 60-Inch Aquos .. I was very skeptical buying this TV and was fully prepared to return it if needed given the many reviews regarding it turning itself on and off and freezing etc.  I was ""lucky"" (knock on wood) enough to find one under the used category in ""like new"" condition for $754.  It arrived in it's original packaging, which was in perfect condition.  The TV itself was packaged as originally from the factory as well as all the accessories,
When first setting up the television, the first thing I did was connect the wi-fi because I was hoping the newest firmware update would be detected.  While setting up the wi-fi the TV froze up and I had to unplug it.  Once reconnected and powered back on it immediately displayed a message letting me know a new firmware update was detected and I opted to download it.  It automatically downloaded and installed the update, which took about 15 minutes.  The TV has operated perfectly since then.  I bought this TV for my bedroom, but the picture rivals my Sony BRAVIA, which I paid 3X for.  Loving it so far...what a great deal!!!",1,deal!!!,deal!+,deal!,what a great deal!!!,Once reconnected and powered back on it immediately displayed a message letting me know a new firmware update was detected and I opted to download it.,1,1,['what' 'a' 'great' 'deal!!!'],[1 1 3 5],1,1,0,5.0,4,26,196
A1E6VP476R9DOF,Amazon_Reviews/Electronics,"What a rip off!!!  I bought this for an Easter Gift for my granddaughter.  I threw the box away so that I could put it right in her Easter basket.
Every single song on every single CD skips from the first minute we played it.  The lights are cool but now it has become a $40 radio because the return window has expired due to the fact that I waited for the holiday to gift it.  DO NOT buy this!!! It skips on every song from the very first time we turned it on!!",0,off!!!,off!+,off!,What a rip off!!!,DO NOT buy this!!!,0,0,['What' 'a' 'rip' 'off!!!'],[1 1 4 5],0,0,0,5.0,4,4,94
1836282148,Twitter,My nose is draining. . But everything else feels wayyy better ,1,wayyy,way+,way,But everything else feels wayyy better,My nose is draining..,1,0,['But' 'everything' 'else' 'feels' 'wayyy' 'better'],[1 1 1 1 4 3],1,0,0,3.0,6,4,11
1976388352,Twitter,booo i miss my bestie  .. u know we share our name ;),0,booo,boo+,boo,booo i miss my bestie  ..,u know we share our name ;),0,1,['booo' 'i' 'miss' 'my' 'bestie' '..'],[3 1 4 1 2 2],0,1,0,3.0,6,7,13
eiSOWCcJHnOWFwZT_8xNsA,Yelp,We target Tuesday's for the Finch and Fork because that is the only day they offer their superb fried chicken!!! It is the best.,1,chicken!!!,chicken!+,chicken!,We target Tuesday's for the Finch and Fork because that is the only day they offer their superb fried chicken!!!,It is the best.,1,1,"['1991.' 'We' 'target' ""Tuesday's"" 'for' 'the' 'Finch' 'and' 'Fork'
 'because' 'that' 'is' 'the' 'only' 'day' 'they' 'offer' 'their' 'superb'
 'fried' 'chicken!!!']",[1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 5 3 5],1,1,0,5.0,20,4,24
JJBzqwXIJSWSq4A7DMrAoQ,Yelp,"Truly can't understand how a business can get an attitude with a customer for calling ahead of time about availability and a quote on a very specific part. The answer is always, 'just bring it in so you are not wasting my time' followed by the phone being hung up in your ear...I now know three people who have experienced the same exact thing. Nooooo way will I get my car towed there and actually pay them to treat and talk to me like this....ridiculous,..NO THANK YOU, I will gladly take my business elsewhere.",0,Nooooo,No+,No,Nooooo way will I get my car towed there and actually pay them to treat and talk to me like this....,Truly can't understand how a business can get an attitude with a customer for calling ahead of time about availability and a quote on a very specific part.,0,0,"['1992.' 'Nooooo' 'way' 'will' 'I' 'get' 'my' 'car' 'towed' 'there' 'and'
 'actually' 'pay' 'them' 'to' 'treat' 'and' 'talk' 'to' 'me' 'like'
 'this....']",[1 5 2 1 1 1 1 1 2 1 1 2 2 1 1 2 1 2 1 1 1 3],0,0,0,1.0,21,28,94
2243976981,Twitter,"Sooooo, I won't be gettin my hair braided today  ..Rockin the ponytail now..Definitely need to get a shape up now..The drama *hangs head*",0,"Sooooo,","So+,","So,","Sooooo, I won't be gettin my hair braided today  ..",Rockin the ponytail now..,0,1,"['Sooooo,' 'I' ""won't"" 'be' 'gettin' 'my' 'hair' 'braided' 'today' '..']",[2 1 4 1 2 1 2 2 2 1],0,1,0,2.0,10,4,23
A9DLBCLAFL7YW,Amazon_Reviews/Electronics,Purchased a replacement screen for my laptop.  I arrived sooner than expected in excellent condition.  Installed it myself and it looks and works great!!!,1,great!!!,great!+,great!,Installed it myself and it looks and works great!!!,Purchased a replacement screen for my laptop.,1,1,['Installed' 'it' 'myself' 'and' 'it' 'looks' 'and' 'works' 'great!!!'],[2 1 1 1 1 3 1 3 5],1,1,0,5.0,9,7,24
A22ESZX45SUTSB,Amazon_Reviews/Electronics,SOOOOOOO glad to get these remotes.  They are exactly what was needed to operate AT&T Uverse!,1,SOOOOOOO,SO+,SO,SOOOOOOO glad to get these remotes.,They are exactly what was needed to operate AT&T Uverse!,1,1,['SOOOOOOO' 'glad' 'to' 'get' 'these' 'remotes.'],[5 4 1 2 1 2],1,1,0,3.5,6,10,16
A3GY1MLS15SVHB,Amazon_Reviews/Electronics,This came in damaged. I called the customer service number and they replaced it no charge. It is now working great!!! PULLs up A lot more channels than i thought. GOOD BUY,1,great!!!,great!+,great!,It is now working great!!!,This came in damaged.,1,0,['It' 'is' 'now' 'working' 'great!!!'],[1 1 2 3 5],1,0,0,5.0,5,4,32
A1HCSEONS1HYID,Amazon_Reviews/Electronics,I'm mad because these should have been just the same as my husbands that I got him his were green mine pink he has a clip on his head phones and a button on the mic part that hangs up the call mine? All it has is the mic part ridiculous and I'm mad they are not the same with exception of color!!!!!,0,color!!!!!,color!+,color!,All it has is the mic part ridiculous and I'm mad they are not the same with exception of color!!!!!,I'm mad because these should have been just the same as my husbands that I got him his were green mine pink he has a clip on his head phones and a button on the mic part that hangs up the call mine?,0,0,"['All' 'it' 'has' 'is' 'the' 'mic' 'part' 'ridiculous' 'and' ""I'm"" 'mad'
 'they' 'are' 'not' 'the' 'same' 'with' 'exception' 'of' 'color!!!!!']",[1 1 1 1 1 1 1 4 1 2 4 1 1 3 1 2 1 2 1 4],0,0,0,4.0,20,43,63
A2ZZ9GLA38CYBX,Amazon_Reviews/Electronics,"Have enjoyed this lens, it's inbetween the 2 I already have & it's been great to photograph my 13month old great niece who's everywhere, in to everything. Lots of fun!!!",1,fun!!!,fun!+,fun!,Lots of fun!!!,"Have enjoyed this lens, it's inbetween the 2 I already have & it's been great to photograph my 13month old great niece who's everywhere, in to everything.",1,1,['Lots' 'of' 'fun!!!'],[2 1 5],1,1,0,5.0,3,27,30
A37RZ6667H431W,Amazon_Reviews/Electronics,worked as stated in the add. Great shipping service!!!,1,service!!!,service!+,service!,Great shipping service!!!,worked as stated in the add.,1,1,['Great' 'shipping' 'service!!!'],[3 2 5],1,1,0,5.0,3,6,9
A1KMRQ7U58KN69,Amazon_Reviews/Electronics,I absolutely love this versatile bag. I have received countless compliments. Well made and it holds a good deal. Best purchase for the money by far!!!,1,far!!!,far!+,far!,Best purchase for the money by far!!!,I absolutely love this versatile bag.,1,1,['Best' 'purchase' 'for' 'the' 'money' 'by' 'far!!!'],[3 2 1 1 2 1 5],1,1,0,5.0,7,6,26
A30N9UPGQLTI4P,Amazon_Reviews/Electronics,This does not have the distance that it says it does. I had to purchase a USB extender so that the USB stick was right in front of the wireless key pad so that it would work. I should have just purchased a wired one!!!,0,one!!!,one!+,one!,I should have just purchased a wired one!!!,This does not have the distance that it says it does.,0,0,['I' 'should' 'have' 'just' 'purchased' 'a' 'wired' 'one!!!'],[2 2 1 2 2 1 2 4],0,0,0,4.0,8,11,45
